deltaG,solute,solvent
-3.2469888,C=C(Cl)Cl,CCO
-2.9877831599999993,CI,CCO
-3.53340642,CCI,CCO
-4.14475353,C1CCOC1,CCO
-4.6931441099999995,C1COCCO1,CCO
-3.7790060700000003,CC(=O)C,CCO
-4.31102334,CCC(=O)C,CCO
-4.14729024,CCC(=O)OC,CCO
-3.9563451599999997,CC#N,CCO
-2.74218351,N,CCO
-3.2742007799999997,CNC,CCO
-4.8704832,CCN(CC)CC,CCO
-4.22915679,C[N+](=O)[O-],CCO
-5.07503427,O,CCO
-4.63848954,CO,CCO
-5.08864026,CCO,CCO
-5.72996667,CCCO,CCO
0.16373310000000002,FS(F)(F)(F)(F)F,CCO
-3.7926120599999997,c1ccccc1,CCO
-4.47475644,Cc1ccccc1,CCO
-4.92629082,CCc1ccccc1,CCO
-5.72996667,CCCCc1ccccc1,CCO
-5.0206103099999995,c1ccc(cc1)Cl,CCO
0.81036354,[N]=O,CCO
-5.3478459,CCCCCCCCCC,CCO
-8.96334948,CCCCCCCCCCCCCCCC,CCO
-10.28658966,CCCCCCCCCCCCCCCCCC,CCO
-10.846049520000001,CCCCCCCCCCCCCCCCCCC,CCO
-11.37806679,CCCCCCCCCCCCCCCCCCCC,CCO
-3.02860113,CCBr,CCO
-3.98378775,CC(C)I,CCO
-3.6427155599999996,CN(C)C,CCO
-5.26620996,CC(C)O,CCO
-3.0968616900000003,C(=S)=S,CCO
-5.08864026,Cc1ccc(cc1)C,CCO
-5.70275469,c1ccncc1,CCO
-4.0573523400000004,CCOC(=O)C,CCO
-6.7845462,CN(C)C=O,CCO
-3.1683507900000003,CCCCCC,CC(C)OCCO
-3.77393265,CCCCCCC,CC(C)OCCO
-4.403036729999999,CCCCCCCC,CC(C)OCCO
-4.93620705,CCCCCCCCC,CC(C)OCCO
-3.58022025,C1CCCCC1,CC(C)OCCO
-3.7780836300000002,C(Cl)Cl,CC(C)OCCO
-4.08364188,C1CCOC1,CC(C)OCCO
-4.81029399,C1COCCO1,CC(C)OCCO
-3.6445604400000002,CC(=O)C,CC(C)OCCO
-5.068346580000001,CCCCOC(=O)C,CC(C)OCCO
-4.023452669999999,CC#N,CC(C)OCCO
-4.1286108299999995,c1ccccc1,CC(C)OCCO
-5.17996182,CCc1ccccc1,CC(C)OCCO
-5.34600102,c1ccc(cc1)Cl,CC(C)OCCO
-4.74018855,CC(C)O,CC(C)OCCO
-5.2466081099999995,Cc1ccc(cc1)C,CC(C)OCCO
-5.403192300000001,Cc1ccccc1C,CC(C)OCCO
-4.50035415,CC(CCl)Cl,CC(C)OCCO
-5.31740538,Cc1cccc(c1)C,CC(C)OCCO
-4.35991266,c1ccc(cc1)F,CC(C)OCCO
-5.92183419,c1ccc(cc1)Br,CC(C)OCCO
-4.28196648,CCCCCC#C,CC(C)OCCO
-4.9087644599999996,CCCCCCC#C,CC(C)OCCO
-2.3464567499999998,CCCCC,CCNC(=O)C
-2.9195225999999996,CCCCCC,CCNC(=O)C
-3.5061944400000002,CCCCCCC,CCNC(=O)C
-4.09286628,CCCCCCCC,CCNC(=O)C
-3.4107219,C1CCCCC1,CCNC(=O)C
-3.7243515,C(Cl)Cl,CCNC(=O)C
-4.5702289799999996,C(Cl)(Cl)Cl,CCNC(=O)C
-2.82405006,CCOCC,CCNC(=O)C
-3.32885535,CC(C)OC(C)C,CCNC(=O)C
-3.49258845,CCOC(C)(C)C,CCNC(=O)C
-3.8608726200000003,CCC(C)(C)OC,CCNC(=O)C
-3.2605947900000003,CC(C)(C)OC,CCNC(=O)C
-3.8880846,C1CCOC1,CCNC(=O)C
-3.5608490099999996,CC(=O)C,CCNC(=O)C
-4.1200782600000005,CCC(=O)C,CCNC(=O)C
-4.6112775599999996,CCCC(=O)C,CCNC(=O)C
-4.59767157,CO,CCNC(=O)C
-4.95234975,CCO,CCNC(=O)C
-3.9973937400000006,c1ccccc1,CCNC(=O)C
-4.5702289799999996,Cc1ccccc1,CCNC(=O)C
-5.08864026,CC(C)O,CCNC(=O)C
-2.455765890000001,CCCC=C,CCNC(=O)C
-2.2645901999999998,CC(C)C=C,CCNC(=O)C
-3.0424377299999996,CCCCC=C,CCNC(=O)C
-2.81044407,CC(=C)C=C,CCNC(=O)C
-2.2237722300000002,CCC(C)C,CCNC(=O)C
-2.68752894,CC=C(C)C,CCNC(=O)C
-4.22915679,CCCCCCC=C,CCNC(=O)C
-3.66992754,C1CCC=CC1,CCNC(=O)C
-2.9605711799999996,C/C=C\C=C,CCNC(=O)C
-3.02860113,C/C=C/C=C,CCNC(=O)C
-2.72857752,CC=O,CCNC(=O)C
-3.83366064,CC(=O)OC=C,CCNC(=O)C
-2.1146937,CCCCC,c1ccc(cc1)CO
-2.6808412500000003,CCCCCC,c1ccc(cc1)CO
-2.4802105500000002,CCCC(C)C,c1ccc(cc1)CO
-3.23338281,CCCCCCC,c1ccc(cc1)CO
-2.76801183,CC(C)CC(C)C,c1ccc(cc1)CO
-3.79953036,CCCCCCCC,c1ccc(cc1)CO
-3.5417083799999998,CC(C)C(C)C(C)C,c1ccc(cc1)CO
-4.36429425,CCCCCCCCC,c1ccc(cc1)CO
-3.2223135299999996,C1CCCCC1,c1ccc(cc1)CO
-4.14198621,CCC1CCCCC1,c1ccc(cc1)CO
-5.4735283500000005,C1COCCO1,c1ccc(cc1)CO
-4.6467915,CCC(=O)C,c1ccc(cc1)CO
-4.47337278,C[N+](=O)[O-],c1ccc(cc1)CO
-4.73004171,CCO,c1ccc(cc1)CO
-4.58660229,Cc1ccccc1,c1ccc(cc1)CO
-3.3219370500000003,CC(C)CCC(C)C,c1ccc(cc1)CO
1.9071447,[HH],CCCCCOC(=O)C
0.91413804,[C-]#[O+],CCCCCOC(=O)C
-4.66570152,CCCCCCCC,CCOCCOCCOCC
-4.78308201,C1COCCO1,CCOCCOCCOCC
-4.15974318,CCC(=O)C,CCOCCOCCOCC
-4.84327122,C[N+](=O)[O-],CCOCCOCCOCC
-4.126996559999999,CCO,CCOCCOCCOCC
-4.97541075,Cc1ccccc1,CCOCCOCCOCC
1.17334368,[Ar],CN(C)C=O
1.8418820700000003,[HH],CN(C)C=O
1.44615531,[C-]#[O+],CN(C)C=O
-0.9549560100000001,C(=O)=O,CN(C)C=O
-3.62887896,O=S=O,CN(C)C=O
0.7093563600000001,C,CN(C)C=O
-0.30025422,CC,CN(C)C=O
-0.92774403,CCC,CN(C)C=O
-1.47336729,CCCC,CN(C)C=O
-1.32324018,CC(C)C,CN(C)C=O
-2.18272365,CCCCC,CN(C)C=O
-2.68752894,CCCCCC,CN(C)C=O
-2.51018985,CCCC(C)C,CN(C)C=O
-3.20594022,CCCCCCC,CN(C)C=O
-2.81044407,CC(C)CC(C)C,CN(C)C=O
-3.7381881,CCCCCCCC,CN(C)C=O
-3.5198004299999996,CC(C)C(C)C(C)C,CN(C)C=O
-4.2838113600000005,CCCCCCCCC,CN(C)C=O
-2.72857752,C1CCCC1,CN(C)C=O
-3.15151626,C1CCCCC1,CN(C)C=O
-4.0518177,CCC1CCCCC1,CN(C)C=O
-0.45015072,C=C,CN(C)C=O
-1.2960282,CC=C,CN(C)C=O
-2.1146937,C/C=C/C,CN(C)C=O
-2.29203279,C=CC=C,CN(C)C=O
-1.7461789200000002,C#C,CN(C)C=O
1.55523384,C(F)(F)(F)F,CN(C)C=O
-2.74218351,CCCl,CN(C)C=O
-3.49258845,CI,CN(C)C=O
-3.7243515,CCI,CN(C)C=O
-2.1146937,CC(F)F,CN(C)C=O
-2.12829969,COC,CN(C)C=O
-2.81044407,CCOCC,CN(C)C=O
-3.61527297,CCCOCCC,CN(C)C=O
-3.1923342299999997,CC(C)OC(C)C,CN(C)C=O
-3.31524936,CCOC(C)(C)C,CN(C)C=O
-3.7790060700000003,CCC(C)(C)OC,CN(C)C=O
-3.1787282400000003,CC(C)(C)OC,CN(C)C=O
-3.9973937400000006,C1CCOC1,CN(C)C=O
-5.07503427,C1COCCO1,CN(C)C=O
-4.02460572,CC(=O)C,CN(C)C=O
-4.58406558,CCC(=O)C,CN(C)C=O
-3.9019212,CC(=O)OC,CN(C)C=O
-4.6520955299999995,CC#N,CN(C)C=O
-5.00677371,CCC#N,CN(C)C=O
-2.87870463,CNC,CN(C)C=O
-3.574455,CCN(CC)CC,CN(C)C=O
-5.55262758,C[N+](=O)[O-],CN(C)C=O
-5.55262758,O,CN(C)C=O
-4.63848954,CO,CN(C)C=O
-5.08864026,CCO,CN(C)C=O
-5.56623357,CCCO,CN(C)C=O
-6.9305223300000005,C(C(F)(F)F)O,CN(C)C=O
0.8322714899999999,FS(F)(F)(F)(F)F,CN(C)C=O
-4.4475444600000005,c1ccccc1,CN(C)C=O
-4.96595574,Cc1ccccc1,CN(C)C=O
-5.66170611,c1ccc(cc1)Cl,CN(C)C=O
-4.9387437599999995,CCCCCCCCCC,CN(C)C=O
-3.21977682,CCBr,CN(C)C=O
-2.41471731,CN(C)C,CN(C)C=O
-3.0013891499999996,C(=S)=S,CN(C)C=O
-4.33846593,CCOC(=O)C,CN(C)C=O
-6.439323030000001,CN(C)C=O,CN(C)C=O
-3.1787282400000003,CC(C)CC(C)(C)C,CN(C)C=O
-3.7926120599999997,C1CCCCCC1,CN(C)C=O
-1.7736215100000001,CCC=C,CN(C)C=O
-1.9781725799999998,CC(=C)C,CN(C)C=O
-3.15151626,CC(C)(C)Cl,CN(C)C=O
-3.5880609900000002,CC(C)(C)Br,CN(C)C=O
-3.0696497099999993,C[Sn](C)(C)C,CN(C)C=O
-2.33285076,CCC(C)(C)C,CN(C)C=O
-2.31924477,CCCC=C,CN(C)C=O
-2.08725111,CC(C)C=C,CN(C)C=O
-3.0149951400000004,CCCCC=C,CN(C)C=O
-2.87870463,CC(=C)C=C,CN(C)C=O
-2.6603169600000003,CN,CN(C)C=O
-5.6753121,CCC(C)O,CN(C)C=O
-5.593445549999999,CC[Sn](CC)(CC)CC,CN(C)C=O
-3.0149951400000004,CC1CCCC1,CN(C)C=O
-3.3560673299999997,CCCCCC=C,CN(C)C=O
-3.5061944400000002,CC1CCCCC1,CN(C)C=O
-3.3424613400000003,CC(C)CCC(C)C,CN(C)C=O
-1.8963060299999999,CCC(C)C,CN(C)C=O
-2.56484442,CC=C(C)C,CN(C)C=O
-3.8880846,CCCCCCC=C,CN(C)C=O
-3.65632155,C1CCC=CC1,CN(C)C=O
-2.37389934,CCl,CN(C)C=O
-2.19656025,S,CN(C)C=O
-4.74756807,c1ccc(cc1)F,CN(C)C=O
-6.20732937,c1ccc(cc1)Br,CN(C)C=O
-7.953738899999999,c1ccc2ccccc2c1,CN(C)C=O
-5.56623357,CCCCCCCCCCC,CN(C)C=O
-6.15290541,CCCCCCCCCCCC,CN(C)C=O
-6.8214438,c1ccc(c(c1)Cl)Cl,CN(C)C=O
-4.39288989,C1CCCCCCC1,CN(C)C=O
-1.9509606,CCF,CN(C)C=O
0.08186655000000001,C(F)(F)(F)Cl,CN(C)C=O
-6.23477196,CCCCCCC(=O)C,CN(C)C=O
-7.0942554300000005,c1ccc(cc1)I,CN(C)C=O
-3.0968616900000003,C/C=C\C=C,CN(C)C=O
-3.0424377299999996,C/C=C/C=C,CN(C)C=O
-2.49658386,CC#C,CN(C)C=O
-2.9195225999999996,CCC#C,CN(C)C=O
-3.31524936,C=CC#C,CN(C)C=O
-3.4651458600000002,CCCC#C,CN(C)C=O
-3.92913318,CCCCC#C,CN(C)C=O
-4.3248599400000005,CCCCCC#C,CN(C)C=O
-4.97956173,CCCCCCC#C,CN(C)C=O
-4.09286628,CC(C)C=O,CN(C)C=O
-2.52379584,C(F)(Cl)(Cl)Cl,CN(C)C=O
-2.21016624,C(C(F)(F)F)F,CN(C)C=O
-9.33163365,c1ccc(cc1)c2ccccc2,CN(C)C=O
-3.53340642,CC(=C)C(=C)C,CN(C)C=O
-2.455765890000001,CC/C=C/C,CN(C)C=O
-3.12407367,CCC=C(C)C,CN(C)C=O
-5.11608285,CCCCCCCCC=C,CN(C)C=O
-6.248377950000001,CCCCCCCCCCC=C,CN(C)C=O
-2.61949899,C=CCC=C,CN(C)C=O
-2.93312859,C1CC=CC1,CN(C)C=O
-4.22915679,C1CCC=CCC1,CN(C)C=O
-4.7750106599999995,C1CCCC=CCC1,CN(C)C=O
-3.4107219,C1C=CC=C1,CN(C)C=O
-1.6917549600000001,C(F)F,CN(C)C=O
-0.8594834699999999,C(F)(F)F,CN(C)C=O
-1.35068277,C(F)(Cl)Cl,CN(C)C=O
-1.5416278500000002,C(C(F)(F)F)(F)F,CN(C)C=O
-2.08725111,CC(F)(F)Cl,CN(C)C=O
-2.4421599,C(C(F)(F)F)(F)Cl,CN(C)C=O
-1.59628242,C(C(F)(F)Cl)(F)(F)Cl,CN(C)C=O
-1.5416278500000002,C(C(F)(F)Cl)(F)(F)F,CN(C)C=O
-1.9917785700000001,C(=C(F)F)Cl,CN(C)C=O
-4.82274693,CCCCCCCC,Cc1ccccn1
-5.06004462,C1COCCO1,Cc1ccccn1
-4.56077397,CCC(=O)C,Cc1ccccn1
-4.87855455,C[N+](=O)[O-],Cc1ccccn1
-4.94266413,CCO,Cc1ccccn1
-5.18157609,Cc1ccccc1,Cc1ccccn1
-1.32324018,CCC,CCC(C)CO
-2.03282715,CCCC,CCC(C)CO
-1.8008334899999998,CC(C)C,CCC(C)CO
-1.2960282,CC=C,CCC(C)CO
-2.1419056800000003,C/C=C/C,CCC(C)CO
-2.21016624,C/C=C\C,CCC(C)CO
-2.06003913,C=CC=C,CCC(C)CO
-2.40111132,CCCl,CCC(C)CO
-1.2277676400000002,CC(F)F,CCC(C)CO
-2.04643314,COC,CCC(C)CO
-1.9781725799999998,CCC=C,CCC(C)CO
-1.9781725799999998,CC(=C)C,CCC(C)CO
2.10362442,[He],C(Cl)(Cl)Cl
0.83088783,[Ar],C(Cl)(Cl)Cl
-0.01360599,[Kr],C(Cl)(Cl)Cl
-0.7229623500000001,[Xe],C(Cl)(Cl)Cl
-1.52802186,[Rn],C(Cl)(Cl)Cl
1.60988841,[HH],C(Cl)(Cl)Cl
0.9618743099999999,O=O,C(Cl)(Cl)Cl
1.18694967,N#N,C(Cl)(Cl)Cl
-0.968562,[N-]=[N+]=O,C(Cl)(Cl)Cl
0.968562,[C-]#[O+],C(Cl)(Cl)Cl
-0.60857979,C(=O)=O,C(Cl)(Cl)Cl
-3.2223135299999996,CCCCC,C(Cl)(Cl)Cl
-3.9155271899999997,CCCCCC,C(Cl)(Cl)Cl
-3.6971395200000003,CCCC(C)C,C(Cl)(Cl)Cl
-4.62349989,CCCCCCC,C(Cl)(Cl)Cl
-4.15005756,CC(C)CC(C)C,C(Cl)(Cl)Cl
-5.320633920000001,CCCCCCCC,C(Cl)(Cl)Cl
-4.95373341,CC(C)C(C)C(C)C,C(Cl)(Cl)Cl
-6.02745357,CCCCCCCCC,C(Cl)(Cl)Cl
-4.4475444600000005,C1CCCCC1,C(Cl)(Cl)Cl
-5.43663075,CCC1CCCCC1,C(Cl)(Cl)Cl
-3.66992754,C(Cl)Cl,C(Cl)(Cl)Cl
-4.18833882,C(Cl)(Cl)Cl,C(Cl)(Cl)Cl
-4.43393847,C(Cl)(Cl)(Cl)Cl,C(Cl)(Cl)Cl
-3.7926120599999997,CI,C(Cl)(Cl)Cl
-4.16112684,CCOCC,C(Cl)(Cl)Cl
-4.9387437599999995,CC(C)OC(C)C,C(Cl)(Cl)Cl
-4.88408919,CC(C)(C)OC,C(Cl)(Cl)Cl
-5.26620996,C1CCOC1,C(Cl)(Cl)Cl
-6.05743287,C1COCCO1,C(Cl)(Cl)Cl
-4.48836243,CC(=O)C,C(Cl)(Cl)Cl
-5.27981595,CCC(=O)C,C(Cl)(Cl)Cl
-4.72035609,CC(=O)OC,C(Cl)(Cl)Cl
-6.28919592,CCCOC(=O)C,C(Cl)(Cl)Cl
-6.80783781,CCCCOC(=O)C,C(Cl)(Cl)Cl
-5.48436702,CCC(=O)OC,C(Cl)(Cl)Cl
-6.671316689999999,CCCCC(=O)OC,C(Cl)(Cl)Cl
-7.244382540000001,CCCCCC(=O)OC,C(Cl)(Cl)Cl
-4.43393847,CC#N,C(Cl)(Cl)Cl
-2.41471731,N,C(Cl)(Cl)Cl
-3.6971395200000003,CNC,C(Cl)(Cl)Cl
-5.156900820000001,CCNCC,C(Cl)(Cl)Cl
-5.75717865,CCN(CC)CC,C(Cl)(Cl)Cl
-4.62488355,C[N+](=O)[O-],C(Cl)(Cl)Cl
-2.10108771,O,C(Cl)(Cl)Cl
-3.4243278900000003,CO,C(Cl)(Cl)Cl
-4.01099973,CCO,C(Cl)(Cl)Cl
-4.4475444600000005,CCCO,C(Cl)(Cl)Cl
-5.29342194,CCCCO,C(Cl)(Cl)Cl
-6.002778299999999,CCCCCO,C(Cl)(Cl)Cl
-6.712134659999999,CCCCCCO,C(Cl)(Cl)Cl
-7.50358818,CCCCCCCO,C(Cl)(Cl)Cl
-4.78861665,c1ccccc1,C(Cl)(Cl)Cl
-5.53902159,Cc1ccccc1,C(Cl)(Cl)Cl
-5.839045199999999,CCc1ccccc1,C(Cl)(Cl)Cl
-5.75717865,c1ccc(cc1)Cl,C(Cl)(Cl)Cl
-3.76540008,CCBr,C(Cl)(Cl)Cl
-3.9019212,CN(C)C,C(Cl)(Cl)Cl
-4.27020537,CC(C)O,C(Cl)(Cl)Cl
-6.45292902,c1ccncc1,C(Cl)(Cl)Cl
-5.42971245,CCOC(=O)C,C(Cl)(Cl)Cl
-7.35346107,Cc1cccnc1,C(Cl)(Cl)Cl
-4.6931441099999995,C(CCl)Cl,C(Cl)(Cl)Cl
-3.61527297,CCCCl,C(Cl)(Cl)Cl
-3.16512225,CN,C(Cl)(Cl)Cl
-4.7067501,CC(=O)O,C(Cl)(Cl)Cl
-4.96595574,CC(C)CO,C(Cl)(Cl)Cl
-5.0342163,CCC(C)O,C(Cl)(Cl)Cl
-4.4475444600000005,CC(C)(C)O,C(Cl)(Cl)Cl
-6.23477196,Cc1ccccc1C,C(Cl)(Cl)Cl
-6.998782889999999,C1CCC(CC1)O,C(Cl)(Cl)Cl
-5.72996667,C(CCl)O,C(Cl)(Cl)Cl
-4.86218124,CC(C)CCC(C)C,C(Cl)(Cl)Cl
-4.42033248,CC(Cl)(Cl)Cl,C(Cl)(Cl)Cl
-4.36152693,CCOC=O,C(Cl)(Cl)Cl
-6.90331035,Cc1ccccn1,C(Cl)(Cl)Cl
-2.48297787,CCl,C(Cl)(Cl)Cl
-4.10647227,CC(Cl)Cl,C(Cl)(Cl)Cl
-5.27981595,C(C(Cl)Cl)Cl,C(Cl)(Cl)Cl
-5.839045199999999,C1CCOCC1,C(Cl)(Cl)Cl
-7.42172163,CCCCCOC(=O)C,C(Cl)(Cl)Cl
-5.26620996,CCCCN,C(Cl)(Cl)Cl
-8.77217379,CS(=O)C,C(Cl)(Cl)Cl
-5.8526511900000004,Cc1cccc(c1)C,C(Cl)(Cl)Cl
-6.712134659999999,COc1ccccc1,C(Cl)(Cl)Cl
-7.84466037,c1ccc(cc1)C#N,C(Cl)(Cl)Cl
-6.37106247,C1CCNCC1,C(Cl)(Cl)Cl
-6.26198394,c1cc(cc(c1)Cl)Cl,C(Cl)(Cl)Cl
-5.10386052,CCC(C)(C)O,C(Cl)(Cl)Cl
-5.8828610999999995,CC(C)CC(C)O,C(Cl)(Cl)Cl
-4.6931441099999995,c1ccc(cc1)F,C(Cl)(Cl)Cl
-6.41211105,c1ccc(cc1)Br,C(Cl)(Cl)Cl
-7.708139249999999,c1ccc(cc1)N,C(Cl)(Cl)Cl
-7.790005799999999,c1ccc(cc1)[N+](=O)[O-],C(Cl)(Cl)Cl
-7.94013291,c1ccc(cc1)CO,C(Cl)(Cl)Cl
-4.02460572,CCN,C(Cl)(Cl)Cl
-4.7339620799999995,CCCN,C(Cl)(Cl)Cl
-6.264751260000001,CCOCCO,C(Cl)(Cl)Cl
-7.0942554300000005,c1ccc(cc1)C=O,C(Cl)(Cl)Cl
-8.390283629999999,CC(=O)c1ccccc1,C(Cl)(Cl)Cl
-8.21294454,Cc1ccccc1N,C(Cl)(Cl)Cl
-8.240156520000001,Cc1ccc(cc1)N,C(Cl)(Cl)Cl
-1.70536095,C(F)(F)(Cl)Cl,C(Cl)(Cl)Cl
-6.31663851,c1cc(ccc1Cl)Cl,C(Cl)(Cl)Cl
-6.61666212,c1ccc(cc1)I,C(Cl)(Cl)Cl
-7.48975158,Cc1cccc(c1)O,C(Cl)(Cl)Cl
-7.58545473,Cc1ccc(cc1)O,C(Cl)(Cl)Cl
-9.563627310000001,c1cc(cc(c1)O)O,C(Cl)(Cl)Cl
-6.45984732,CCCC(C)CO,C(Cl)(Cl)Cl
-6.60997443,CCC(C)CCO,C(Cl)(Cl)Cl
-5.69445273,CCCC(C)(C)O,C(Cl)(Cl)Cl
-6.49674492,CCC(C)C(C)O,C(Cl)(Cl)Cl
-6.603056130000001,CC(C)CCCO,C(Cl)(Cl)Cl
-6.333011819999999,CCC(C(C)C)O,C(Cl)(Cl)Cl
-6.105169140000001,CC(C)C(C)(C)O,C(Cl)(Cl)Cl
-6.53894655,CC(C)(C)CCO,C(Cl)(Cl)Cl
-6.84035382,CCCC(C)(CC)O,C(Cl)(Cl)Cl
-7.02599487,CCCC(C(C)C)O,C(Cl)(Cl)Cl
-7.099790069999999,CCCC(C)C(C)O,C(Cl)(Cl)Cl
-6.6932246399999995,CCCCC(C)(C)O,C(Cl)(Cl)Cl
-7.0628924699999995,CCC(CC)(CC)O,C(Cl)(Cl)Cl
-7.055974170000001,CC(CC(C)(C)C)O,C(Cl)(Cl)Cl
-6.86502909,CCC(C)(C(C)C)O,C(Cl)(Cl)Cl
-6.65355972,CCC(C(C)(C)C)O,C(Cl)(Cl)Cl
-9.508972739999999,COP(=O)(OC)OC,C(Cl)(Cl)Cl
-10.65487383,CCOP(=O)(OCC)OCC,C(Cl)(Cl)Cl
-12.63327702,CCCOP(=O)(OCCC)OCCC,C(Cl)(Cl)Cl
-7.558012140000001,Cc1ccccc1O,C(Cl)(Cl)Cl
-9.522578730000001,c1ccc2c(c1)cccn2,C(Cl)(Cl)Cl
-7.748957219999999,COC(=O)c1ccccc1,C(Cl)(Cl)Cl
-7.50358818,Cc1ccncc1,C(Cl)(Cl)Cl
-7.162515990000001,CCOc1ccccc1,C(Cl)(Cl)Cl
-4.33846593,C=CCO,C(Cl)(Cl)Cl
-8.03560545,c1ccc(c(c1)[N+](=O)[O-])O,C(Cl)(Cl)Cl
-5.0206103099999995,CCC(=O)O,C(Cl)(Cl)Cl
-5.98917231,CCCC(=O)O,C(Cl)(Cl)Cl
-6.603056130000001,CCCCC(=O)O,C(Cl)(Cl)Cl
-7.61266671,CCCCCC(=O)O,C(Cl)(Cl)Cl
-9.01777344,CCCCCCCC(=O)O,C(Cl)(Cl)Cl
-6.357456480000001,CC(C)CC(=O)O,C(Cl)(Cl)Cl
-5.41610646,CC(C)NC(C)C,C(Cl)(Cl)Cl
-8.19933855,CN(C)c1ccccc1,C(Cl)(Cl)Cl
-7.42172163,CCc1ccccn1,C(Cl)(Cl)Cl
-8.21294454,Cc1ccccc1[N+](=O)[O-],C(Cl)(Cl)Cl
-8.15828997,Cc1cccc(c1)[N+](=O)[O-],C(Cl)(Cl)Cl
-8.403889620000001,Cc1ccc(cc1)[N+](=O)[O-],C(Cl)(Cl)Cl
-3.4651458600000002,C(C(F)(Cl)Cl)(F)(F)Cl,C(Cl)(Cl)Cl
-5.74357266,CN1CCCCC1,C(Cl)(Cl)Cl
-2.82405006,C(F)(Cl)(Cl)Cl,C(Cl)(Cl)Cl
-7.58545473,CC1COC(=O)O1,C(Cl)(Cl)Cl
-8.731355820000001,C1CCOC(=O)C1,C(Cl)(Cl)Cl
-7.89908433,CCOC(=O)CC(=O)C,C(Cl)(Cl)Cl
-4.14729024,CCOC(=O)C(F)(F)F,C(Cl)(Cl)Cl
-7.1350734000000005,CCOC(=O)C(Cl)(Cl)Cl,C(Cl)(Cl)Cl
-7.59906072,CC(=N)O,C(Cl)(Cl)Cl
-7.476145590000001,CCC(=N)O,C(Cl)(Cl)Cl
-8.05728279,CC(=O)N(C)C,C(Cl)(Cl)Cl
-6.916916339999999,C(=O)(C(Cl)(Cl)Cl)N,C(Cl)(Cl)Cl
-7.73535123,CCOC(=N)O,C(Cl)(Cl)Cl
-4.3792839,C(=O)O,C(Cl)(Cl)Cl
-5.798227230000001,CC(C)C(=O)O,C(Cl)(Cl)Cl
-6.9851769,CCCC(C)C(=O)O,C(Cl)(Cl)Cl
-6.69852867,C(C(=O)O)Cl,C(Cl)(Cl)Cl
-5.839045199999999,C(CO)CCl,C(Cl)(Cl)Cl
-6.998782889999999,C(CO)CO,C(Cl)(Cl)Cl
-7.244382540000001,C(=S)(N)N,C(Cl)(Cl)Cl
-15.293593979999999,CCCCP(=O)(CCCC)CCCC,C(Cl)(Cl)Cl
-9.03137943,c1ccc2cc(ccc2c1)Cl,C(Cl)(Cl)Cl
-9.45431817,COc1ccccc1C=O,C(Cl)(Cl)Cl
-7.25798853,c1ccc(cc1)CC=O,C(Cl)(Cl)Cl
-8.512968149999999,CC(=O)Oc1ccccc1,C(Cl)(Cl)Cl
-11.841823499999999,COC(=O)c1ccccc1C(=O)OC,C(Cl)(Cl)Cl
-12.8242221,CCOC(=O)c1ccccc1C(=O)OCC,C(Cl)(Cl)Cl
-8.117472000000001,c1ccc(cc1)CC#N,C(Cl)(Cl)Cl
-11.18712171,c1ccc(c(c1)C#N)C#N,C(Cl)(Cl)Cl
-10.42311078,c1cc(cc(c1)C#N)C#N,C(Cl)(Cl)Cl
-11.32341222,c1cc(ccc1C#N)C#N,C(Cl)(Cl)Cl
-8.567622720000001,CCc1ccc(cc1)N,C(Cl)(Cl)Cl
-9.508972739999999,CCCc1ccc(cc1)N,C(Cl)(Cl)Cl
-9.15429456,CC(C)c1ccc(cc1)N,C(Cl)(Cl)Cl
-9.850044930000001,CCCCc1ccc(cc1)N,C(Cl)(Cl)Cl
-8.7585678,c1cc(ccc1N)Cl,C(Cl)(Cl)Cl
-9.87725691,c1ccc(c(c1)N)[N+](=O)[O-],C(Cl)(Cl)Cl
-11.0369946,c1cc(cc(c1)[N+](=O)[O-])N,C(Cl)(Cl)Cl
-12.005556599999998,c1cc(ccc1N)[N+](=O)[O-],C(Cl)(Cl)Cl
-11.09164917,CC(=O)c1cccc(c1)N,C(Cl)(Cl)Cl
-11.10525516,CC(=O)c1ccc(cc1)N,C(Cl)(Cl)Cl
-8.86787694,Cc1ccc(c(c1)C)N,C(Cl)(Cl)Cl
-7.967344890000001,CNc1ccccc1,C(Cl)(Cl)Cl
-9.058822020000001,CCN(CC)c1ccccc1,C(Cl)(Cl)Cl
-7.953738899999999,c1ccc(cc1)CN,C(Cl)(Cl)Cl
-8.062817429999999,Cc1ccc(c(c1)C)O,C(Cl)(Cl)Cl
-8.09002941,Cc1ccc(c(c1)O)C,C(Cl)(Cl)Cl
-8.45854419,Cc1cc(cc(c1)O)C,C(Cl)(Cl)Cl
-8.390283629999999,CCc1ccccc1O,C(Cl)(Cl)Cl
-8.18573256,CCc1cccc(c1)O,C(Cl)(Cl)Cl
-8.14468398,CCc1ccc(cc1)O,C(Cl)(Cl)Cl
-9.631657259999999,Cc1ccc(c(c1)O)C(C)C,C(Cl)(Cl)Cl
-6.07103886,c1ccc(c(c1)O)F,C(Cl)(Cl)Cl
-8.00839347,c1cc(cc(c1)Cl)O,C(Cl)(Cl)Cl
-8.49936216,c1cc(ccc1O)Cl,C(Cl)(Cl)Cl
-7.326249090000001,c1ccc(c(c1)O)Br,C(Cl)(Cl)Cl
-8.5948347,c1cc(ccc1O)Br,C(Cl)(Cl)Cl
